name,markdown_url
"[BYOK (Store Keys)](","https://developers.cloudflare.com/ai-gateway/configuration/bring-your-own-keys/index.md"
"[Custom costs](","https://developers.cloudflare.com/ai-gateway/configuration/custom-costs/index.md"
"[Fallbacks](","https://developers.cloudflare.com/ai-gateway/configuration/fallbacks/index.md"
"[Configuration](","https://developers.cloudflare.com/ai-gateway/configuration/index.md"
"[Manage gateways](","https://developers.cloudflare.com/ai-gateway/configuration/manage-gateway/index.md"
"[Request handling](","https://developers.cloudflare.com/ai-gateway/configuration/request-handling/index.md"
"[Add Human Feedback using API](","https://developers.cloudflare.com/ai-gateway/evaluations/add-human-feedback-api/index.md"
"[Add human feedback using Worker Bindings](","https://developers.cloudflare.com/ai-gateway/evaluations/add-human-feedback-bindings/index.md"
"[Add Human Feedback using Dashboard](","https://developers.cloudflare.com/ai-gateway/evaluations/add-human-feedback/index.md"
"[Evaluations](","https://developers.cloudflare.com/ai-gateway/evaluations/index.md"
"[Set up Evaluations](","https://developers.cloudflare.com/ai-gateway/evaluations/set-up-evaluations/index.md"
"[Caching](","https://developers.cloudflare.com/ai-gateway/features/caching/index.md"
"[Features](","https://developers.cloudflare.com/ai-gateway/features/index.md"
"[Unified Billing](","https://developers.cloudflare.com/ai-gateway/features/unified-billing/index.md"
"[Rate limiting](","https://developers.cloudflare.com/ai-gateway/features/rate-limiting/index.md"
"[Audit logs](","https://developers.cloudflare.com/ai-gateway/reference/audit-logs/index.md"
"[Limits](","https://developers.cloudflare.com/ai-gateway/reference/limits/index.md"
"[Platform](","https://developers.cloudflare.com/ai-gateway/reference/index.md"
"[Pricing](","https://developers.cloudflare.com/ai-gateway/reference/pricing/index.md"
"[Analytics](","https://developers.cloudflare.com/ai-gateway/observability/analytics/index.md"
"[Costs](","https://developers.cloudflare.com/ai-gateway/observability/costs/index.md"
"[Custom metadata](","https://developers.cloudflare.com/ai-gateway/observability/custom-metadata/index.md"
"[Observability](","https://developers.cloudflare.com/ai-gateway/observability/index.md"
"[Agents](","https://developers.cloudflare.com/ai-gateway/integrations/agents/index.md"
"[Workers AI](","https://developers.cloudflare.com/ai-gateway/integrations/aig-workers-ai-binding/index.md"
"[Integrations](","https://developers.cloudflare.com/ai-gateway/integrations/index.md"
"[Vercel AI SDK](","https://developers.cloudflare.com/ai-gateway/integrations/vercel-ai-sdk/index.md"
"[AI Gateway Binding Methods](","https://developers.cloudflare.com/ai-gateway/integrations/worker-binding-methods/index.md"
"[Create your first AI Gateway using Workers AI](","https://developers.cloudflare.com/ai-gateway/tutorials/create-first-aig-workers/index.md"
"[Tutorials](","https://developers.cloudflare.com/ai-gateway/tutorials/index.md"
"[Deploy a Worker that connects to OpenAI via AI Gateway](","https://developers.cloudflare.com/ai-gateway/tutorials/deploy-aig-worker/index.md"
"[Unified API (OpenAI compat)](","https://developers.cloudflare.com/ai-gateway/usage/chat-completion/index.md"
"[Using AI Gateway](","https://developers.cloudflare.com/ai-gateway/usage/index.md"
"[Universal Endpoint](","https://developers.cloudflare.com/ai-gateway/usage/universal/index.md"
"[Data Loss Prevention (DLP)](","https://developers.cloudflare.com/ai-gateway/features/dlp/index.md"
"[Set up Data Loss Prevention (DLP)](","https://developers.cloudflare.com/ai-gateway/features/dlp/set-up-dlp/index.md"
"[Dynamic routing](","https://developers.cloudflare.com/ai-gateway/features/dynamic-routing/index.md"
"[JSON Configuration](","https://developers.cloudflare.com/ai-gateway/features/dynamic-routing/json-configuration/index.md"
"[Using a dynamic route](","https://developers.cloudflare.com/ai-gateway/features/dynamic-routing/usage/index.md"
"[Logging](","https://developers.cloudflare.com/ai-gateway/observability/logging/index.md"
"[Workers Logpush](","https://developers.cloudflare.com/ai-gateway/observability/logging/logpush/index.md"
"[Guardrails](","https://developers.cloudflare.com/ai-gateway/features/guardrails/index.md"
"[Set up Guardrails](","https://developers.cloudflare.com/ai-gateway/features/guardrails/set-up-guardrail/index.md"
"[Supported model types](","https://developers.cloudflare.com/ai-gateway/features/guardrails/supported-model-types/index.md"
"[Usage considerations](","https://developers.cloudflare.com/ai-gateway/features/guardrails/usage-considerations/index.md"
"[WebSockets API](","https://developers.cloudflare.com/ai-gateway/usage/websockets-api/index.md"
"[Non-realtime WebSockets API](","https://developers.cloudflare.com/ai-gateway/usage/websockets-api/non-realtime-api/index.md"
"[Realtime WebSockets API](","https://developers.cloudflare.com/ai-gateway/usage/websockets-api/realtime-api/index.md"
"[Azure OpenAI](","https://developers.cloudflare.com/ai-gateway/usage/providers/azureopenai/index.md"
"[Anthropic](","https://developers.cloudflare.com/ai-gateway/usage/providers/anthropic/index.md"
"[Amazon Bedrock](","https://developers.cloudflare.com/ai-gateway/usage/providers/bedrock/index.md"
"[Cartesia](","https://developers.cloudflare.com/ai-gateway/usage/providers/cartesia/index.md"
"[Cohere](","https://developers.cloudflare.com/ai-gateway/usage/providers/cohere/index.md"
"[DeepSeek](","https://developers.cloudflare.com/ai-gateway/usage/providers/deepseek/index.md"
"[Cerebras](","https://developers.cloudflare.com/ai-gateway/usage/providers/cerebras/index.md"
"[ElevenLabs](","https://developers.cloudflare.com/ai-gateway/usage/providers/elevenlabs/index.md"
"[Fal AI](","https://developers.cloudflare.com/ai-gateway/usage/providers/fal/index.md"
"[Google AI Studio](","https://developers.cloudflare.com/ai-gateway/usage/providers/google-ai-studio/index.md"
"[Groq](","https://developers.cloudflare.com/ai-gateway/usage/providers/groq/index.md"
"[xAI](","https://developers.cloudflare.com/ai-gateway/usage/providers/grok/index.md"
"[HuggingFace](","https://developers.cloudflare.com/ai-gateway/usage/providers/huggingface/index.md"
"[Provider Native](","https://developers.cloudflare.com/ai-gateway/usage/providers/index.md"
"[Mistral AI](","https://developers.cloudflare.com/ai-gateway/usage/providers/mistral/index.md"
"[OpenAI](","https://developers.cloudflare.com/ai-gateway/usage/providers/openai/index.md"
"[OpenRouter](","https://developers.cloudflare.com/ai-gateway/usage/providers/openrouter/index.md"
"[Parallel](","https://developers.cloudflare.com/ai-gateway/usage/providers/parallel/index.md"
"[Perplexity](","https://developers.cloudflare.com/ai-gateway/usage/providers/perplexity/index.md"
"[Replicate](","https://developers.cloudflare.com/ai-gateway/usage/providers/replicate/index.md"
"[Google Vertex AI](","https://developers.cloudflare.com/ai-gateway/usage/providers/vertex/index.md"
"[Workers AI](","https://developers.cloudflare.com/ai-gateway/usage/providers/workersai/index.md"
"[REST API](","https://developers.cloudflare.com/ai-search/autorag-api/index.md"
"[Getting started](","https://developers.cloudflare.com/ai-search/get-started/index.md"
"[Overview](","https://developers.cloudflare.com/ai-search/index.md"
"[How AI Search works](","https://developers.cloudflare.com/ai-search/concepts/how-ai-search-works/index.md"
"[Concepts](","https://developers.cloudflare.com/ai-search/concepts/index.md"
"[What is RAG](","https://developers.cloudflare.com/ai-search/concepts/what-is-rag/index.md"
"[Similarity cache](","https://developers.cloudflare.com/ai-search/configuration/cache/index.md"
"[Chunking](","https://developers.cloudflare.com/ai-search/configuration/chunking/index.md"
"[Configuration](","https://developers.cloudflare.com/ai-search/configuration/index.md"
"[Indexing](","https://developers.cloudflare.com/ai-search/configuration/indexing/index.md"
"[Query rewriting](","https://developers.cloudflare.com/ai-search/configuration/query-rewriting/index.md"
"[Metadata](","https://developers.cloudflare.com/ai-search/configuration/metadata/index.md"
"[Retrieval configuration](","https://developers.cloudflare.com/ai-search/configuration/retrieval-configuration/index.md"
"[System prompt](","https://developers.cloudflare.com/ai-search/configuration/system-prompt/index.md"
"[Bring your own generation model](","https://developers.cloudflare.com/ai-search/how-to/bring-your-own-generation-model/index.md"
"[How to](","https://developers.cloudflare.com/ai-search/how-to/index.md"
"[Create multitenancy](","https://developers.cloudflare.com/ai-search/how-to/multitenancy/index.md"
"[NLWeb](","https://developers.cloudflare.com/ai-search/how-to/nlweb/index.md"
"[Create a simple search engine](","https://developers.cloudflare.com/ai-search/how-to/simple-search-engine/index.md"
"[Platform](","https://developers.cloudflare.com/ai-search/platform/index.md"
"[Limits & pricing](","https://developers.cloudflare.com/ai-search/platform/limits-pricing/index.md"
"[Release note](","https://developers.cloudflare.com/ai-search/platform/release-note/index.md"
"[Build a RAG from your website](","https://developers.cloudflare.com/ai-search/tutorial/brower-rendering-autorag-tutorial/index.md"
"[Tutorial](","https://developers.cloudflare.com/ai-search/tutorial/index.md"
"[Usage](","https://developers.cloudflare.com/ai-search/usage/index.md"
"[REST API](","https://developers.cloudflare.com/ai-search/usage/rest-api/index.md"
"[Workers Binding](","https://developers.cloudflare.com/ai-search/usage/workers-binding/index.md"
"[Data source](","https://developers.cloudflare.com/ai-search/configuration/data-source/index.md"
"[R2](","https://developers.cloudflare.com/ai-search/configuration/data-source/r2/index.md"
"[Website](","https://developers.cloudflare.com/ai-search/configuration/data-source/website/index.md"
"[Models](","https://developers.cloudflare.com/ai-search/configuration/models/index.md"
"[Supported models](","https://developers.cloudflare.com/ai-search/configuration/models/supported-models/index.md"
"[Changelog](","https://developers.cloudflare.com/browser-rendering/changelog/index.md"
"[FAQ](","https://developers.cloudflare.com/browser-rendering/faq/index.md"
"[Get started](","https://developers.cloudflare.com/browser-rendering/get-started/index.md"
"[Browser Rendering](","https://developers.cloudflare.com/browser-rendering/index.md"
"[Use browser rendering with AI](","https://developers.cloudflare.com/browser-rendering/how-to/ai/index.md"
"[Tutorials](","https://developers.cloudflare.com/browser-rendering/how-to/index.md"
"[Generate PDFs Using HTML and CSS](","https://developers.cloudflare.com/browser-rendering/how-to/pdf-generation/index.md"
"[Build a web crawler with Queues and Browser Rendering](","https://developers.cloudflare.com/browser-rendering/how-to/queues/index.md"
"[Browser close reasons](","https://developers.cloudflare.com/browser-rendering/platform/browser-close-reasons/index.md"
"[Platform](","https://developers.cloudflare.com/browser-rendering/platform/index.md"
"[Limits](","https://developers.cloudflare.com/browser-rendering/platform/limits/index.md"
"[Playwright MCP](","https://developers.cloudflare.com/browser-rendering/platform/playwright-mcp/index.md"
"[Playwright](","https://developers.cloudflare.com/browser-rendering/platform/playwright/index.md"
"[Pricing](","https://developers.cloudflare.com/browser-rendering/platform/pricing/index.md"
"[Puppeteer](","https://developers.cloudflare.com/browser-rendering/platform/puppeteer/index.md"
"[Stagehand](","https://developers.cloudflare.com/browser-rendering/platform/stagehand/index.md"
"[Wrangler](","https://developers.cloudflare.com/browser-rendering/platform/wrangler/index.md"
"[Automatic request headers](","https://developers.cloudflare.com/browser-rendering/reference/automatic-request-headers/index.md"
"[Reference](","https://developers.cloudflare.com/browser-rendering/reference/index.md"
"[Supported fonts](","https://developers.cloudflare.com/browser-rendering/reference/supported-fonts/index.md"
"[Reference](","https://developers.cloudflare.com/browser-rendering/rest-api/api-reference/index.md"
"[/content - Fetch HTML](","https://developers.cloudflare.com/browser-rendering/rest-api/content-endpoint/index.md"
"[REST API](","https://developers.cloudflare.com/browser-rendering/rest-api/index.md"
"[/json - Capture structured data using AI](","https://developers.cloudflare.com/browser-rendering/rest-api/json-endpoint/index.md"
"[/links - Retrieve links from a webpage](","https://developers.cloudflare.com/browser-rendering/rest-api/links-endpoint/index.md"
"[/markdown - Extract Markdown from a webpage](","https://developers.cloudflare.com/browser-rendering/rest-api/markdown-endpoint/index.md"
"[/pdf - Render PDF](","https://developers.cloudflare.com/browser-rendering/rest-api/pdf-endpoint/index.md"
"[/screenshot - Capture screenshot](","https://developers.cloudflare.com/browser-rendering/rest-api/screenshot-endpoint/index.md"
"[/scrape - Scrape HTML elements](","https://developers.cloudflare.com/browser-rendering/rest-api/scrape-endpoint/index.md"
"[Deploy a Browser Rendering Worker with Durable Objects](","https://developers.cloudflare.com/browser-rendering/workers-bindings/browser-rendering-with-do/index.md"
"[/snapshot - Take a webpage snapshot](","https://developers.cloudflare.com/browser-rendering/rest-api/snapshot/index.md"
"[Workers Bindings](","https://developers.cloudflare.com/browser-rendering/workers-bindings/index.md"
"[Reuse sessions](","https://developers.cloudflare.com/browser-rendering/workers-bindings/reuse-sessions/index.md"
"[Deploy a Browser Rendering Worker](","https://developers.cloudflare.com/browser-rendering/workers-bindings/screenshots/index.md"
"[Cloudflare for Platforms](","https://developers.cloudflare.com/cloudflare-for-platforms/index.md"
"[Design guide](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/design-guide/index.md"
"[API reference](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/api-reference/index.md"
"[Analytics](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/hostname-analytics/index.md"
"[Cloudflare for SaaS](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/index.md"
"[Plans](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/plans/index.md"
"[Demos and architectures](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/demos/index.md"
"[Workers for Platforms](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/index.md"
"[WFP REST API](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/wfp-api/index.md"
"[Create custom hostnames](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/create-custom-hostnames/index.md"
"[Custom metadata](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/custom-metadata/index.md"
"[Custom hostnames](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/index.md"
"[Move hostnames](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/migrating-custom-hostnames/index.md"
"[Remove custom hostnames](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/remove-custom-hostnames/index.md"
"[Argo Smart Routing for SaaS](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/performance/argo-for-saas/index.md"
"[Cache for SaaS](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/performance/cache-for-saas/index.md"
"[Early Hints for SaaS](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/performance/early-hints-for-saas/index.md"
"[Performance](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/performance/index.md"
"[Certificate authorities](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/certificate-authorities/index.md"
"[Certificate statuses](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/certificate-statuses/index.md"
"[Connection request details](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/connection-details/index.md"
"[Domain control validation backoff schedule](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/dcv-validation-backoff/index.md"
"[Certificate and hostname priority](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/hostname-priority/index.md"
"[Reference](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/index.md"
"[Token validity periods](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/token-validity-periods/index.md"
"[Troubleshooting](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/troubleshooting/index.md"
"[Deprecation - Version 1](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/versioning/index.md"
"[How it works](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/how-it-works/index.md"
"[SaaS customers](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/index.md"
"[Product compatibility](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/product-compatibility/index.md"
"[Remove domain](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/remove-domain/index.md"
"[Security](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/index.md"
"[Secure with Cloudflare Access](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/secure-with-access/index.md"
"[Common API Calls](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/start/common-api-calls/index.md"
"[Enable](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/start/enable/index.md"
"[Get started](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/start/index.md"
"[Custom limits](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/configuration/custom-limits/index.md"
"[Configuring Cloudflare for SaaS](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/start/getting-started/index.md"
"[Configuration](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/configuration/index.md"
"[Observability](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/configuration/observability/index.md"
"[Outbound Workers](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/configuration/outbound-workers/index.md"
"[Static assets](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/configuration/static-assets/index.md"
"[Tags](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/configuration/tags/index.md"
"[Bindings](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/get-started/bindings/index.md"
"[Configure Workers for Platforms](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/get-started/configuration/index.md"
"[Local development](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/get-started/developing-with-wrangler/index.md"
"[Create a dynamic dispatch Worker](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/get-started/dynamic-dispatch/index.md"
"[Hostname routing](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/get-started/hostname-routing/index.md"
"[Get started](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/get-started/index.md"
"[Uploading User Workers](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/get-started/user-workers/index.md"
"[How Workers for Platforms works](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/reference/how-workers-for-platforms-works/index.md"
"[Reference](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/reference/index.md"
"[Platform](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/platform/index.md"
"[User Worker metadata](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/reference/metadata/index.md"
"[Limits](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/platform/limits/index.md"
"[Pricing](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/platform/pricing/index.md"
"[Worker Isolation](","https://developers.cloudflare.com/cloudflare-for-platforms/workers-for-platforms/platform/worker-isolation/index.md"
"[Backoff schedule](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/hostname-validation/backoff-schedule/index.md"
"[Error codes](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/hostname-validation/error-codes/index.md"
"[Hostname validation](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/hostname-validation/index.md"
"[Pre-validation](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/hostname-validation/pre-validation/index.md"
"[Real-time validation](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/hostname-validation/realtime-validation/index.md"
"[Validation status](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/domain-support/hostname-validation/validation-status/index.md"
"[Custom CSRs](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/status-codes/custom-csrs/index.md"
"[Custom hostnames](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/status-codes/custom-hostnames/index.md"
"[Status codes](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/reference/status-codes/index.md"
"[BigCommerce](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/provider-guides/bigcommerce/index.md"
"[HubSpot](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/provider-guides/hubspot/index.md"
"[Provider guides](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/provider-guides/index.md"
"[Kinsta](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/provider-guides/kinsta/index.md"
"[Render](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/provider-guides/render/index.md"
"[Salesforce Commerce Cloud](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/provider-guides/salesforce-commerce-cloud/index.md"
"[Shopify](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/provider-guides/shopify/index.md"
"[Webflow](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/provider-guides/webflow/index.md"
"[WP Engine](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/saas-customers/provider-guides/wpengine/index.md"
"[WAF for SaaS](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/waf-for-saas/index.md"
"[Managed rulesets](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/waf-for-saas/managed-rulesets/index.md"
"[Certificate statuses](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/certificate-management/certificate-statuses/index.md"
"[TLS Management](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/certificate-management/enforce-mtls/index.md"
"[Certificate management](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/certificate-management/index.md"
"[Webhook definitions](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/certificate-management/webhook-definitions/index.md"
"[Custom origin server](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/start/advanced-settings/custom-origin/index.md"
"[Advanced Settings](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/start/advanced-settings/index.md"
"[Regional Services for SaaS](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/start/advanced-settings/regional-services-for-saas/index.md"
"[Workers as your fallback origin](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/start/advanced-settings/worker-as-origin/index.md"
"[Certificate signing requests (CSRs)](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/certificate-management/custom-certificates/certificate-signing-requests/index.md"
"[Custom certificates](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/certificate-management/custom-certificates/index.md"
"[Manage custom certificates](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/certificate-management/custom-certificates/uploading-certificates/index.md"
"[Issue and validate certificates](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/certificate-management/issue-and-validate/index.md"
"[Issue](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/certificate-management/issue-and-validate/issue-certificates/index.md"
"[Renew](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/security/certificate-management/issue-and-validate/renew-certificates/index.md"
"[Apex proxying](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/start/advanced-settings/apex-proxying/index.md"
"[Setup](","https://developers.cloudflare.com/cloudflare-for-platforms/cloudflare-for-saas/start/advanced-settings/apex-proxying/setup/index.md"
